RSSI-Org;Robot X [m];Robot Y [m];Robot Z [m];Robot Rot Z [deg];Reading Number;Note;;phi;RSSI
-5927;1.2;0;0;115;1;Angular;;25;-59.27
-5936;1.2;0;0;115;1;Angular;;25;-59.36
-5997;1.2;0;0;120;1;Angular;;30;-59.97
-6016;1.2;0;0;120;1;Angular;;30;-60.16
-5997;1.2;0;0;120;1;Angular;;30;-59.97
-6016;1.2;0;0;120;1;Angular;;30;-60.16
-5997;1.2;0;0;120;1;Angular;;30;-59.97
-6016;1.2;0;0;120;1;Angular;;30;-60.16
-6007;1.2;0;0;120;1;Angular;;30;-60.07
-6166;1.2;0;0;125;1;Angular;;35;-61.66
-6204;1.2;0;0;125;1;Angular;;35;-62.04
-6185;1.2;0;0;125;1;Angular;;35;-61.85
-6166;1.2;0;0;125;1;Angular;;35;-61.66
-6223;1.2;0;0;125;1;Angular;;35;-62.23
-6204;1.2;0;0;125;1;Angular;;35;-62.04
-6209;1.2;0;0;130;1;Angular;;40;-62.09
-6228;1.2;0;0;130;1;Angular;;40;-62.28
-6246;1.2;0;0;130;1;Angular;;40;-62.46
-6209;1.2;0;0;130;1;Angular;;40;-62.09
-6256;1.2;0;0;130;1;Angular;;40;-62.56
-6246;1.2;0;0;130;1;Angular;;40;-62.46
-6256;1.2;0;0;130;1;Angular;;40;-62.56
-6416;1.2;0;0;135;1;Angular;;45;-64.16
-6397;1.2;0;0;135;1;Angular;;45;-63.97
-6425;1.2;0;0;135;1;Angular;;45;-64.25
-6434;1.2;0;0;135;1;Angular;;45;-64.34
-6416;1.2;0;0;135;1;Angular;;45;-64.16
-6397;1.2;0;0;135;1;Angular;;45;-63.97
-6397;1.2;0;0;135;1;Angular;;45;-63.97
-6378;1.2;0;0;140;1;Angular;;50;-63.78
-6378;1.2;0;0;140;1;Angular;;50;-63.78
-6378;1.2;0;0;140;1;Angular;;50;-63.78
-6397;1.2;0;0;140;1;Angular;;50;-63.97
-6378;1.2;0;0;140;1;Angular;;50;-63.78
-6359;1.2;0;0;140;1;Angular;;50;-63.59
-6369;1.2;0;0;140;1;Angular;;50;-63.69
-6571;1.2;0;0;145;1;Angular;;55;-65.71
-6561;1.2;0;0;145;1;Angular;;55;-65.61
-6580;1.2;0;0;145;1;Angular;;55;-65.8
-6561;1.2;0;0;145;1;Angular;;55;-65.61
-6589;1.2;0;0;145;1;Angular;;55;-65.89
-6571;1.2;0;0;145;1;Angular;;55;-65.71
-7074;1.2;0;0;150;1;Angular;;60;-70.74
-6998;1.2;0;0;150;1;Angular;;60;-69.98
-6989;1.2;0;0;150;1;Angular;;60;-69.89
-7008;1.2;0;0;150;1;Angular;;60;-70.08
-7027;1.2;0;0;150;1;Angular;;60;-70.27
-6998;1.2;0;0;150;1;Angular;;60;-69.98
-7074;1.2;0;0;150;1;Angular;;60;-70.74
-7280;1.2;0;0;155;1;Angular;;65;-72.8
-7271;1.2;0;0;155;1;Angular;;65;-72.71
-7252;1.2;0;0;155;1;Angular;;65;-72.52
-7290;1.2;0;0;155;1;Angular;;65;-72.9
-7280;1.2;0;0;155;1;Angular;;65;-72.8
-7280;1.2;0;0;155;1;Angular;;65;-72.8
-7290;1.2;0;0;155;1;Angular;;65;-72.9
-7388;1.2;0;0;160;1;Angular;;70;-73.88
-7370;1.2;0;0;160;1;Angular;;70;-73.7
-7388;1.2;0;0;160;1;Angular;;70;-73.88
-7323;1.2;0;0;160;1;Angular;;70;-73.23
-7370;1.2;0;0;160;1;Angular;;70;-73.7
-7370;1.2;0;0;160;1;Angular;;70;-73.7
-7388;1.2;0;0;160;1;Angular;;70;-73.88
-7915;1.2;0;0;165;1;Angular;;75;-79.15
-7877;1.2;0;0;165;1;Angular;;75;-78.77
-7887;1.2;0;0;165;1;Angular;;75;-78.87
-7830;1.2;0;0;165;1;Angular;;75;-78.3
-8018;1.2;0;0;165;1;Angular;;75;-80.18
-7840;1.2;0;0;165;1;Angular;;75;-78.4
-7896;1.2;0;0;165;1;Angular;;75;-78.96
-5828;1.2;0;0;85;1;Angular;;-5;-58.28
-5800;1.2;0;0;85;1;Angular;;-5;-58
-5800;1.2;0;0;85;1;Angular;;-5;-58
-5790;1.2;0;0;85;1;Angular;;-5;-57.9
-5800;1.2;0;0;85;1;Angular;;-5;-58
-5809;1.2;0;0;85;1;Angular;;-5;-58.09
-5908;1.2;0;0;80;1;Angular;;-10;-59.08
-5917;1.2;0;0;80;1;Angular;;-10;-59.17
-5917;1.2;0;0;80;1;Angular;;-10;-59.17
-5936;1.2;0;0;80;1;Angular;;-10;-59.36
-5927;1.2;0;0;80;1;Angular;;-10;-59.27
-5946;1.2;0;0;80;1;Angular;;-10;-59.46
-5983;1.2;0;0;75;1;Angular;;-15;-59.83
-5936;1.2;0;0;75;1;Angular;;-15;-59.36
-5936;1.2;0;0;75;1;Angular;;-15;-59.36
-5946;1.2;0;0;75;1;Angular;;-15;-59.46
-5955;1.2;0;0;75;1;Angular;;-15;-59.55
-5964;1.2;0;0;75;1;Angular;;-15;-59.64
-6040;1.2;0;0;70;1;Angular;;-20;-60.4
-6068;1.2;0;0;70;1;Angular;;-20;-60.68
-6058;1.2;0;0;70;1;Angular;;-20;-60.58
-6040;1.2;0;0;70;1;Angular;;-20;-60.4
-6040;1.2;0;0;70;1;Angular;;-20;-60.4
-6030;1.2;0;0;70;1;Angular;;-20;-60.3
-6157;1.2;0;0;65;1;Angular;;-25;-61.57
-6138;1.2;0;0;65;1;Angular;;-25;-61.38
-6119;1.2;0;0;65;1;Angular;;-25;-61.19
-6138;1.2;0;0;65;1;Angular;;-25;-61.38
-6148;1.2;0;0;65;1;Angular;;-25;-61.48
-6138;1.2;0;0;65;1;Angular;;-25;-61.38
-6303;1.2;0;0;60;1;Angular;;-30;-63.03
-6312;1.2;0;0;60;1;Angular;;-30;-63.12
-6322;1.2;0;0;60;1;Angular;;-30;-63.22
-6312;1.2;0;0;60;1;Angular;;-30;-63.12
-6303;1.2;0;0;60;1;Angular;;-30;-63.03
-6312;1.2;0;0;60;1;Angular;;-30;-63.12
-6448;1.2;0;0;55;1;Angular;;-35;-64.48
-6430;1.2;0;0;55;1;Angular;;-35;-64.3
-6411;1.2;0;0;55;1;Angular;;-35;-64.11
-6430;1.2;0;0;55;1;Angular;;-35;-64.3
-6430;1.2;0;0;55;1;Angular;;-35;-64.3
-6467;1.2;0;0;55;1;Angular;;-35;-64.67
-6632;1.2;0;0;50;1;Angular;;-40;-66.32
-6613;1.2;0;0;50;1;Angular;;-40;-66.13
-6632;1.2;0;0;50;1;Angular;;-40;-66.32
-6641;1.2;0;0;50;1;Angular;;-40;-66.41
-6660;1.2;0;0;50;1;Angular;;-40;-66.6
-6632;1.2;0;0;50;1;Angular;;-40;-66.32
-6876;1.2;0;0;45;1;Angular;;-45;-68.76
-6886;1.2;0;0;45;1;Angular;;-45;-68.86
-6876;1.2;0;0;45;1;Angular;;-45;-68.76
-6914;1.2;0;0;45;1;Angular;;-45;-69.14
-6867;1.2;0;0;45;1;Angular;;-45;-68.67
-6886;1.2;0;0;45;1;Angular;;-45;-68.86
-7083;1.2;0;0;40;1;Angular;;-50;-70.83
-7149;1.2;0;0;40;1;Angular;;-50;-71.49
-7139;1.2;0;0;40;1;Angular;;-50;-71.39
-7111;1.2;0;0;40;1;Angular;;-50;-71.11
-7111;1.2;0;0;40;1;Angular;;-50;-71.11
-7121;1.2;0;0;40;1;Angular;;-50;-71.21
-7139;1.2;0;0;40;1;Angular;;-50;-71.39
-7290;1.2;0;0;35;1;Angular;;-55;-72.9
-7280;1.2;0;0;35;1;Angular;;-55;-72.8
-7252;1.2;0;0;35;1;Angular;;-55;-72.52
-7290;1.2;0;0;35;1;Angular;;-55;-72.9
-7262;1.2;0;0;35;1;Angular;;-55;-72.62
-7327;1.2;0;0;35;1;Angular;;-55;-73.27
-7576;1.2;0;0;30;1;Angular;;-60;-75.76
-7670;1.2;0;0;30;1;Angular;;-60;-76.7
-7520;1.2;0;0;30;1;Angular;;-60;-75.2
-7473;1.2;0;0;30;1;Angular;;-60;-74.73
-7558;1.2;0;0;30;1;Angular;;-60;-75.58
-7482;1.2;0;0;30;1;Angular;;-60;-74.82
-8150;1.2;0;0;25;1;Angular;;-65;-81.5
-7858;1.2;0;0;25;1;Angular;;-65;-78.58
-7877;1.2;0;0;25;1;Angular;;-65;-78.77
-7868;1.2;0;0;25;1;Angular;;-65;-78.68
-7905;1.2;0;0;25;1;Angular;;-65;-79.05
-7934;1.2;0;0;25;1;Angular;;-65;-79.34
-7783;1.2;0;0;20;1;Angular;;-70;-77.83
-7840;1.2;0;0;20;1;Angular;;-70;-78.4
-7943;1.2;0;0;20;1;Angular;;-70;-79.43
-7774;1.2;0;0;20;1;Angular;;-70;-77.74
-7868;1.2;0;0;20;1;Angular;;-70;-78.68
-7840;1.2;0;0;20;1;Angular;;-70;-78.4
-7830;1.2;0;0;15;1;Angular;;-75;-78.3
-7717;1.2;0;0;15;1;Angular;;-75;-77.17
-7830;1.2;0;0;15;1;Angular;;-75;-78.3
-7699;1.2;0;0;15;1;Angular;;-75;-76.99
-7802;1.2;0;0;15;1;Angular;;-75;-78.02
-7821;1.2;0;0;15;1;Angular;;-75;-78.21
-8009;1.2;0;0;10;1;Angular;;-80;-80.09
-7858;1.2;0;0;10;1;Angular;;-80;-78.58
-8028;1.2;0;0;10;1;Angular;;-80;-80.28
-7962;1.2;0;0;10;1;Angular;;-80;-79.62
-7840;1.2;0;0;10;1;Angular;;-80;-78.4
-8065;1.2;0;0;10;1;Angular;;-80;-80.65
-5805;1.2;0;0;90;2;Angular;;0;-58.05
-5776;1.2;0;0;90;2;Angular;;0;-57.76
-5805;1.2;0;0;90;2;Angular;;0;-58.05
-5786;1.2;0;0;90;2;Angular;;0;-57.86
-5795;1.2;0;0;90;2;Angular;;0;-57.95
-5805;1.2;0;0;90;2;Angular;;0;-58.05
-5767;1.2;0;0;95;2;Angular;;5;-57.67
-5776;1.2;0;0;95;2;Angular;;5;-57.76
-5776;1.2;0;0;95;2;Angular;;5;-57.76
-5767;1.2;0;0;95;2;Angular;;5;-57.67
-5767;1.2;0;0;95;2;Angular;;5;-57.67
-5786;1.2;0;0;95;2;Angular;;5;-57.86
-5795;1.2;0;0;100;2;Angular;;10;-57.95
-5814;1.2;0;0;100;2;Angular;;10;-58.14
-5795;1.2;0;0;100;2;Angular;;10;-57.95
-5795;1.2;0;0;100;2;Angular;;10;-57.95
-5805;1.2;0;0;100;2;Angular;;10;-58.05
-5795;1.2;0;0;100;2;Angular;;10;-57.95
-5814;1.2;0;0;105;2;Angular;;15;-58.14
-5795;1.2;0;0;105;2;Angular;;15;-57.95
-5823;1.2;0;0;105;2;Angular;;15;-58.23
-5814;1.2;0;0;105;2;Angular;;15;-58.14
-5795;1.2;0;0;105;2;Angular;;15;-57.95
-5814;1.2;0;0;105;2;Angular;;15;-58.14
-5884;1.2;0;0;110;2;Angular;;20;-58.84
-5884;1.2;0;0;110;2;Angular;;20;-58.84
-5894;1.2;0;0;110;2;Angular;;20;-58.94
-5903;1.2;0;0;110;2;Angular;;20;-59.03
-5894;1.2;0;0;110;2;Angular;;20;-58.94
-5903;1.2;0;0;110;2;Angular;;20;-59.03
-5922;1.2;0;0;115;2;Angular;;25;-59.22
-5922;1.2;0;0;115;2;Angular;;25;-59.22
-5922;1.2;0;0;115;2;Angular;;25;-59.22
-5922;1.2;0;0;115;2;Angular;;25;-59.22
-5969;1.2;0;0;115;2;Angular;;25;-59.69
-5941;1.2;0;0;115;2;Angular;;25;-59.41
-5950;1.2;0;0;115;2;Angular;;25;-59.5
-5964;1.2;0;0;120;2;Angular;;30;-59.64
-5974;1.2;0;0;120;2;Angular;;30;-59.74
-5955;1.2;0;0;120;2;Angular;;30;-59.55
-5983;1.2;0;0;120;2;Angular;;30;-59.83
-5946;1.2;0;0;120;2;Angular;;30;-59.46
-6002;1.2;0;0;120;2;Angular;;30;-60.02
-6228;1.2;0;0;125;2;Angular;;35;-62.28
-6228;1.2;0;0;125;2;Angular;;35;-62.28
-6228;1.2;0;0;125;2;Angular;;35;-62.28
-6209;1.2;0;0;125;2;Angular;;35;-62.09
-6246;1.2;0;0;125;2;Angular;;35;-62.46
-6228;1.2;0;0;125;2;Angular;;35;-62.28
-6242;1.2;0;0;130;2;Angular;;40;-62.42
-6223;1.2;0;0;130;2;Angular;;40;-62.23
-6232;1.2;0;0;130;2;Angular;;40;-62.32
-6242;1.2;0;0;130;2;Angular;;40;-62.42
-6251;1.2;0;0;130;2;Angular;;40;-62.51
-6232;1.2;0;0;130;2;Angular;;40;-62.32
-6223;1.2;0;0;130;2;Angular;;40;-62.23
-6397;1.2;0;0;135;2;Angular;;45;-63.97
-6378;1.2;0;0;135;2;Angular;;45;-63.78
-6387;1.2;0;0;135;2;Angular;;45;-63.87
-6387;1.2;0;0;135;2;Angular;;45;-63.87
-6359;1.2;0;0;135;2;Angular;;45;-63.59
-6397;1.2;0;0;135;2;Angular;;45;-63.97
-6397;1.2;0;0;135;2;Angular;;45;-63.97
-6420;1.2;0;0;140;2;Angular;;50;-64.2
-6439;1.2;0;0;140;2;Angular;;50;-64.39
-6411;1.2;0;0;140;2;Angular;;50;-64.11
-6420;1.2;0;0;140;2;Angular;;50;-64.2
-6401;1.2;0;0;140;2;Angular;;50;-64.01
-6373;1.2;0;0;140;2;Angular;;50;-63.73
-6618;1.2;0;0;145;2;Angular;;55;-66.18
-6580;1.2;0;0;145;2;Angular;;55;-65.8
-6608;1.2;0;0;145;2;Angular;;55;-66.08
-6599;1.2;0;0;145;2;Angular;;55;-65.99
-6561;1.2;0;0;145;2;Angular;;55;-65.61
-6589;1.2;0;0;145;2;Angular;;55;-65.89
-7017;1.2;0;0;150;2;Angular;;60;-70.17
-6989;1.2;0;0;150;2;Angular;;60;-69.89
-7064;1.2;0;0;150;2;Angular;;60;-70.64
-7017;1.2;0;0;150;2;Angular;;60;-70.17
-7074;1.2;0;0;150;2;Angular;;60;-70.74
-7027;1.2;0;0;150;2;Angular;;60;-70.27
-7017;1.2;0;0;150;2;Angular;;60;-70.17
-7168;1.2;0;0;155;2;Angular;;65;-71.68
-7158;1.2;0;0;155;2;Angular;;65;-71.58
-7149;1.2;0;0;155;2;Angular;;65;-71.49
-7186;1.2;0;0;155;2;Angular;;65;-71.86
-7186;1.2;0;0;155;2;Angular;;65;-71.86
-7196;1.2;0;0;155;2;Angular;;65;-71.96
-7365;1.2;0;0;160;2;Angular;;70;-73.65
-7431;1.2;0;0;160;2;Angular;;70;-74.31
-7468;1.2;0;0;160;2;Angular;;70;-74.68
-7365;1.2;0;0;160;2;Angular;;70;-73.65
-7412;1.2;0;0;160;2;Angular;;70;-74.12
-7393;1.2;0;0;160;2;Angular;;70;-73.93
-7431;1.2;0;0;160;2;Angular;;70;-74.31
-7967;1.2;0;0;165;2;Angular;;75;-79.67
-7901;1.2;0;0;165;2;Angular;;75;-79.01
-7873;1.2;0;0;165;2;Angular;;75;-78.73
-7948;1.2;0;0;165;2;Angular;;75;-79.48
-7985;1.2;0;0;165;2;Angular;;75;-79.85
-7863;1.2;0;0;165;2;Angular;;75;-78.63
-7948;1.2;0;0;165;2;Angular;;75;-79.48
-5837;1.2;0;0;85;2;Angular;;-5;-58.37
-5837;1.2;0;0;85;2;Angular;;-5;-58.37
-5837;1.2;0;0;85;2;Angular;;-5;-58.37
-5856;1.2;0;0;85;2;Angular;;-5;-58.56
-5837;1.2;0;0;85;2;Angular;;-5;-58.37
-5837;1.2;0;0;85;2;Angular;;-5;-58.37
-5927;1.2;0;0;80;2;Angular;;-10;-59.27
-5917;1.2;0;0;80;2;Angular;;-10;-59.17
-5917;1.2;0;0;80;2;Angular;;-10;-59.17
-5927;1.2;0;0;80;2;Angular;;-10;-59.27
-5946;1.2;0;0;80;2;Angular;;-10;-59.46
-5946;1.2;0;0;80;2;Angular;;-10;-59.46
-5927;1.2;0;0;80;2;Angular;;-10;-59.27
-5960;1.2;0;0;75;2;Angular;;-15;-59.6
-5960;1.2;0;0;75;2;Angular;;-15;-59.6
-5950;1.2;0;0;75;2;Angular;;-15;-59.5
-5988;1.2;0;0;75;2;Angular;;-15;-59.88
-5941;1.2;0;0;75;2;Angular;;-15;-59.41
-5960;1.2;0;0;75;2;Angular;;-15;-59.6
-6016;1.2;0;0;70;2;Angular;;-20;-60.16
-6035;1.2;0;0;70;2;Angular;;-20;-60.35
-6025;1.2;0;0;70;2;Angular;;-20;-60.25
-6016;1.2;0;0;70;2;Angular;;-20;-60.16
-6025;1.2;0;0;70;2;Angular;;-20;-60.25
-6025;1.2;0;0;70;2;Angular;;-20;-60.25
-6016;1.2;0;0;70;2;Angular;;-20;-60.16
-6124;1.2;0;0;65;2;Angular;;-25;-61.24
-6162;1.2;0;0;65;2;Angular;;-25;-61.62
-6134;1.2;0;0;65;2;Angular;;-25;-61.34
-6134;1.2;0;0;65;2;Angular;;-25;-61.34
-6171;1.2;0;0;65;2;Angular;;-25;-61.71
-6115;1.2;0;0;65;2;Angular;;-25;-61.15
-6134;1.2;0;0;65;2;Angular;;-25;-61.34
-6364;1.2;0;0;60;2;Angular;;-30;-63.64
-6336;1.2;0;0;60;2;Angular;;-30;-63.36
-6326;1.2;0;0;60;2;Angular;;-30;-63.26
-6336;1.2;0;0;60;2;Angular;;-30;-63.36
-6364;1.2;0;0;60;2;Angular;;-30;-63.64
-6345;1.2;0;0;60;2;Angular;;-30;-63.45
-6434;1.2;0;0;55;2;Angular;;-35;-64.34
-6397;1.2;0;0;55;2;Angular;;-35;-63.97
-6444;1.2;0;0;55;2;Angular;;-35;-64.44
-6434;1.2;0;0;55;2;Angular;;-35;-64.34
-6444;1.2;0;0;55;2;Angular;;-35;-64.44
-6425;1.2;0;0;55;2;Angular;;-35;-64.25
-6702;1.2;0;0;50;2;Angular;;-40;-67.02
-6730;1.2;0;0;50;2;Angular;;-40;-67.3
-6712;1.2;0;0;50;2;Angular;;-40;-67.12
-6683;1.2;0;0;50;2;Angular;;-40;-66.83
-6730;1.2;0;0;50;2;Angular;;-40;-67.3
-6712;1.2;0;0;50;2;Angular;;-40;-67.12
-6881;1.2;0;0;45;2;Angular;;-45;-68.81
-6881;1.2;0;0;45;2;Angular;;-45;-68.81
-6900;1.2;0;0;45;2;Angular;;-45;-69
-6918;1.2;0;0;45;2;Angular;;-45;-69.18
-6947;1.2;0;0;45;2;Angular;;-45;-69.47
-6881;1.2;0;0;45;2;Angular;;-45;-68.81
-7116;1.2;0;0;40;2;Angular;;-50;-71.16
-7088;1.2;0;0;40;2;Angular;;-50;-70.88
-7069;1.2;0;0;40;2;Angular;;-50;-70.69
-7135;1.2;0;0;40;2;Angular;;-50;-71.35
-7116;1.2;0;0;40;2;Angular;;-50;-71.16
-7116;1.2;0;0;40;2;Angular;;-50;-71.16
-7215;1.2;0;0;35;2;Angular;;-55;-72.15
-7215;1.2;0;0;35;2;Angular;;-55;-72.15
-7215;1.2;0;0;35;2;Angular;;-55;-72.15
-7233;1.2;0;0;35;2;Angular;;-55;-72.33
-7215;1.2;0;0;35;2;Angular;;-55;-72.15
-7337;1.2;0;0;35;2;Angular;;-55;-73.37
-7576;1.2;0;0;30;2;Angular;;-60;-75.76
-7511;1.2;0;0;30;2;Angular;;-60;-75.11
-7576;1.2;0;0;30;2;Angular;;-60;-75.76
-7670;1.2;0;0;30;2;Angular;;-60;-76.7
-7605;1.2;0;0;30;2;Angular;;-60;-76.05
-7595;1.2;0;0;30;2;Angular;;-60;-75.95
-7670;1.2;0;0;25;2;Angular;;-65;-76.7
-7558;1.2;0;0;25;2;Angular;;-65;-75.58
-7670;1.2;0;0;25;2;Angular;;-65;-76.7
-7746;1.2;0;0;25;2;Angular;;-65;-77.46
-7708;1.2;0;0;25;2;Angular;;-65;-77.08
-7633;1.2;0;0;25;2;Angular;;-65;-76.33
-7849;1.2;0;0;20;2;Angular;;-70;-78.49
-7877;1.2;0;0;20;2;Angular;;-70;-78.77
-7736;1.2;0;0;20;2;Angular;;-70;-77.36
-7774;1.2;0;0;20;2;Angular;;-70;-77.74
-7755;1.2;0;0;20;2;Angular;;-70;-77.55
-7670;1.2;0;0;20;2;Angular;;-70;-76.7
-7915;1.2;0;0;15;2;Angular;;-75;-79.15
-7868;1.2;0;0;15;2;Angular;;-75;-78.68
-7858;1.2;0;0;15;2;Angular;;-75;-78.58
-7774;1.2;0;0;15;2;Angular;;-75;-77.74
-7793;1.2;0;0;15;2;Angular;;-75;-77.93
-7755;1.2;0;0;15;2;Angular;;-75;-77.55
-8277;1.2;0;0;10;2;Angular;;-80;-82.77
-8145;1.2;0;0;10;2;Angular;;-80;-81.45
-7985;1.2;0;0;10;2;Angular;;-80;-79.85
-8108;1.2;0;0;10;2;Angular;;-80;-81.08
-5786;1.2;0;0;90;3;Angular;;0;-57.86
-5795;1.2;0;0;90;3;Angular;;0;-57.95
-5823;1.2;0;0;90;3;Angular;;0;-58.23
-5795;1.2;0;0;90;3;Angular;;0;-57.95
-5805;1.2;0;0;90;3;Angular;;0;-58.05
-5795;1.2;0;0;90;3;Angular;;0;-57.95
-5814;1.2;0;0;90;3;Angular;;0;-58.14
-5758;1.2;0;0;95;3;Angular;;5;-57.58
-5776;1.2;0;0;95;3;Angular;;5;-57.76
-5776;1.2;0;0;95;3;Angular;;5;-57.76
-5758;1.2;0;0;95;3;Angular;;5;-57.58
-5767;1.2;0;0;95;3;Angular;;5;-57.67
-5776;1.2;0;0;95;3;Angular;;5;-57.76
-5776;1.2;0;0;100;3;Angular;;10;-57.76
-5776;1.2;0;0;100;3;Angular;;10;-57.76
-5786;1.2;0;0;100;3;Angular;;10;-57.86
-5776;1.2;0;0;100;3;Angular;;10;-57.76
-5776;1.2;0;0;100;3;Angular;;10;-57.76
-5786;1.2;0;0;100;3;Angular;;10;-57.86
-5776;1.2;0;0;100;3;Angular;;10;-57.76
-5809;1.2;0;0;105;3;Angular;;15;-58.09
-5828;1.2;0;0;105;3;Angular;;15;-58.28
-5828;1.2;0;0;105;3;Angular;;15;-58.28
-5800;1.2;0;0;105;3;Angular;;15;-58
-5809;1.2;0;0;105;3;Angular;;15;-58.09
-5809;1.2;0;0;105;3;Angular;;15;-58.09
-5842;1.2;0;0;110;3;Angular;;20;-58.42
-5880;1.2;0;0;110;3;Angular;;20;-58.8
-5870;1.2;0;0;110;3;Angular;;20;-58.7
-5870;1.2;0;0;110;3;Angular;;20;-58.7
-5870;1.2;0;0;110;3;Angular;;20;-58.7
-5861;1.2;0;0;110;3;Angular;;20;-58.61
-5870;1.2;0;0;110;3;Angular;;20;-58.7
-5960;1.2;0;0;115;3;Angular;;25;-59.6
-5969;1.2;0;0;115;3;Angular;;25;-59.69
-5988;1.2;0;0;115;3;Angular;;25;-59.88
-5997;1.2;0;0;115;3;Angular;;25;-59.97
-5969;1.2;0;0;115;3;Angular;;25;-59.69
-5997;1.2;0;0;115;3;Angular;;25;-59.97
-5978;1.2;0;0;115;3;Angular;;25;-59.78
-5955;1.2;0;0;120;3;Angular;;30;-59.55
-5946;1.2;0;0;120;3;Angular;;30;-59.46
-5974;1.2;0;0;120;3;Angular;;30;-59.74
-5955;1.2;0;0;120;3;Angular;;30;-59.55
-5974;1.2;0;0;120;3;Angular;;30;-59.74
-5974;1.2;0;0;120;3;Angular;;30;-59.74
-5955;1.2;0;0;120;3;Angular;;30;-59.55
-6138;1.2;0;0;125;3;Angular;;35;-61.38
-6138;1.2;0;0;125;3;Angular;;35;-61.38
-6138;1.2;0;0;125;3;Angular;;35;-61.38
-6138;1.2;0;0;125;3;Angular;;35;-61.38
-6185;1.2;0;0;125;3;Angular;;35;-61.85
-6157;1.2;0;0;125;3;Angular;;35;-61.57
-6176;1.2;0;0;125;3;Angular;;35;-61.76
-6134;1.2;0;0;130;3;Angular;;40;-61.34
-6171;1.2;0;0;130;3;Angular;;40;-61.71
-6162;1.2;0;0;130;3;Angular;;40;-61.62
-6162;1.2;0;0;130;3;Angular;;40;-61.62
-6162;1.2;0;0;130;3;Angular;;40;-61.62
-6162;1.2;0;0;130;3;Angular;;40;-61.62
-6434;1.2;0;0;135;3;Angular;;45;-64.34
-6397;1.2;0;0;135;3;Angular;;45;-63.97
-6425;1.2;0;0;135;3;Angular;;45;-64.25
-6378;1.2;0;0;135;3;Angular;;45;-63.78
-6387;1.2;0;0;135;3;Angular;;45;-63.87
-6416;1.2;0;0;135;3;Angular;;45;-64.16
-6406;1.2;0;0;135;3;Angular;;45;-64.06
-6378;1.2;0;0;140;3;Angular;;50;-63.78
-6387;1.2;0;0;140;3;Angular;;50;-63.87
-6378;1.2;0;0;140;3;Angular;;50;-63.78
-6387;1.2;0;0;140;3;Angular;;50;-63.87
-6359;1.2;0;0;140;3;Angular;;50;-63.59
-6387;1.2;0;0;140;3;Angular;;50;-63.87
-6397;1.2;0;0;140;3;Angular;;50;-63.97
-6613;1.2;0;0;145;3;Angular;;55;-66.13
-6594;1.2;0;0;145;3;Angular;;55;-65.94
-6604;1.2;0;0;145;3;Angular;;55;-66.04
-6547;1.2;0;0;145;3;Angular;;55;-65.47
-6604;1.2;0;0;145;3;Angular;;55;-66.04
-6604;1.2;0;0;145;3;Angular;;55;-66.04
-6613;1.2;0;0;145;3;Angular;;55;-66.13
-6970;1.2;0;0;150;3;Angular;;60;-69.7
-6951;1.2;0;0;150;3;Angular;;60;-69.51
-6923;1.2;0;0;150;3;Angular;;60;-69.23
-7017;1.2;0;0;150;3;Angular;;60;-70.17
-6970;1.2;0;0;150;3;Angular;;60;-69.7
